State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
AZ,,408.0,No,Yes,42.0,137.3,95.0,23.34,184.2,94.0,15.66,231.4,70.0,10.41,10.2,3.0,2.75,0.0,False
NY,86.0,510.0,No,No,0.0,70.7,125.0,12.02,211.0,113.0,,174.6,107.0,7.86,0.0,0.0,0.0,2.0,False
VA,44.0,408.0,No,No,0.0,204.6,117.0,34.78,205.2,94.0,17.44,164.6,84.0,7.41,10.7,,2.89,0.0,False
MD,111.0,510.0,No,No,0.0,,116.0,34.88,213.9,84.0,,184.9,88.0,8.32,12.0,2.0,3.24,5.0,False
MA,127.0,510.0,No,Yes,19.0,129.7,115.0,22.05,160.8,101.0,13.67,265.0,63.0,11.93,12.2,3.0,3.29,2.0,False
IL,151.0,415.0,Yes,No,0.0,198.7,70.0,33.78,209.5,106.0,17.81,281.9,126.0,12.69,12.4,4.0,3.35,0.0,False
PA,137.0,415.0,No,No,0.0,215.9,88.0,36.7,145.4,118.0,12.36,186.9,129.0,8.41,12.1,4.0,3.27,1.0,False
TN,106.0,415.0,No,No,0.0,119.2,142.0,20.26,,,19.41,197.9,61.0,8.91,8.4,9.0,2.27,2.0,False
NJ,88.0,510.0,No,No,0.0,144.3,,24.53,156.4,74.0,13.29,214.7,90.0,9.66,7.8,10.0,2.11,3.0,False
VA,106.0,415.0,No,No,0.0,235.2,120.0,39.98,,87.0,18.36,236.3,91.0,10.63,11.8,4.0,3.19,1.0,False
NJ,57.0,510.0,Yes,No,0.0,221.2,65.0,19.55,122.3,96.0,19.0,,75.0,11.03,6.4,1.0,1.73,0.0,True
WA,184.0,408.0,No,No,0.0,151.7,93.0,25.79,178.5,77.0,15.17,229.1,98.0,10.31,13.1,8.0,3.54,2.0,False
AR,109.0,510.0,No,No,0.0,153.1,102.0,26.03,234.1,77.0,19.9,329.2,,14.81,9.9,9.0,2.67,3.0,False
WI,127.0,415.0,No,No,0.0,218.6,93.0,37.16,149.9,130.0,12.74,204.6,131.0,9.21,9.2,5.0,2.48,2.0,False
ME,174.0,415.0,No,No,0.0,190.3,98.0,32.35,252.7,70.0,21.48,220.6,97.0,9.93,7.2,9.0,4.19,2.0,False
CO,92.0,415.0,No,No,0.0,184.7,60.0,31.4,262.0,,22.27,239.5,120.0,10.78,12.3,6.0,3.32,2.0,False
CO,81.0,408.0,No,No,0.0,115.3,99.0,19.6,224.7,117.0,19.1,152.5,89.0,6.86,18.0,2.0,4.86,1.0,False
CT,119.0,408.0,No,No,27.0,294.2,100.0,50.01,232.5,53.0,19.76,195.0,64.0,8.78,,1.0,2.43,0.0,True
NC,122.0,415.0,No,No,0.0,215.6,86.0,36.65,167.8,59.0,14.26,207.0,67.0,9.32,6.4,8.0,1.73,3.0,False
WY,34.0,408.0,No,No,0.0,128.8,90.0,21.9,178.9,,17.74,202.1,103.0,9.09,14.0,7.0,3.78,1.0,False
FL,90.0,415.0,No,Yes,24.0,71.2,82.0,12.1,181.6,,15.44,186.9,111.0,8.41,12.9,1.0,3.48,1.0,False
KY,73.0,408.0,No,No,0.0,94.9,121.0,16.13,253.2,,21.52,175.1,86.0,7.88,14.2,2.0,3.83,2.0,False
SC,19.0,510.0,No,No,0.0,259.4,116.0,44.1,269.7,109.0,22.92,175.3,130.0,7.89,9.5,3.0,2.57,1.0,True
WA,120.0,408.0,No,Yes,28.0,215.8,123.0,36.69,285.2,76.0,24.24,192.1,78.0,8.64,6.9,3.0,1.86,1.0,False
MT,160.0,415.0,No,No,0.0,97.5,113.0,16.58,268.1,69.0,22.79,255.3,62.0,,13.2,4.0,3.56,3.0,False
PA,141.0,510.0,No,No,0.0,146.5,121.0,24.91,169.9,96.0,14.44,238.8,112.0,10.75,8.2,5.0,2.21,0.0,True
VT,72.0,415.0,No,No,0.0,139.9,117.0,23.78,223.6,96.0,19.01,240.8,93.0,,12.7,4.0,,2.0,False
MN,117.0,408.0,No,Yes,21.0,153.2,105.0,26.04,263.3,110.0,22.38,,85.0,6.08,,7.0,3.21,1.0,False
IL,79.0,408.0,Yes,No,29.0,103.5,134.0,17.6,319.3,111.0,27.14,239.9,74.0,10.8,8.4,4.0,2.27,2.0,False
AR,87.0,,No,No,0.0,185.8,119.0,31.59,192.3,83.0,,200.0,96.0,9.0,6.6,4.0,1.78,,False
MD,102.0,415.0,No,No,0.0,,100.0,22.02,95.6,118.0,30.11,145.5,93.0,6.55,10.9,3.0,2.94,1.0,False
MT,49.0,408.0,No,No,0.0,236.6,91.0,40.22,220.9,146.0,18.78,146.8,114.0,6.61,8.9,2.0,2.4,1.0,False
VT,67.0,408.0,No,No,0.0,260.4,107.0,44.27,208.2,104.0,17.7,207.9,115.0,9.36,10.0,2.0,2.7,6.0,False
CO,107.0,415.0,No,No,0.0,167.3,100.0,28.44,163.9,79.0,13.93,321.3,100.0,,6.7,5.0,1.81,2.0,False
WA,118.0,510.0,No,No,0.0,113.0,80.0,19.21,150.1,81.0,12.76,204.3,115.0,9.19,10.8,4.0,2.92,2.0,False
TN,120.0,415.0,No,No,0.0,185.7,133.0,31.57,235.1,149.0,19.98,256.4,78.0,11.54,16.9,6.0,4.56,0.0,False
AR,94.0,408.0,No,No,0.0,136.2,114.0,23.15,165.1,118.0,14.03,137.9,71.0,6.21,9.6,5.0,2.59,0.0,False
DC,115.0,510.0,No,Yes,29.0,222.6,81.0,37.84,190.3,109.0,16.18,201.2,87.0,9.05,11.5,2.0,3.11,1.0,False
MN,61.0,415.0,No,No,0.0,197.3,67.0,33.54,264.5,86.0,22.48,210.5,116.0,9.47,9.0,6.0,2.43,1.0,False
KS,110.0,510.0,No,No,0.0,208.0,69.0,35.36,95.1,94.0,8.08,178.5,129.0,8.03,8.0,11.0,2.16,,False
ND,104.0,415.0,No,No,0.0,118.5,92.0,20.15,,109.0,15.11,255.7,98.0,11.51,12.1,4.0,3.27,1.0,False
MT,16.0,510.0,No,No,0.0,153.2,65.0,26.04,229.7,90.0,19.52,148.2,94.0,6.67,10.7,8.0,2.89,1.0,False
DC,147.0,408.0,No,No,0.0,168.6,92.0,28.66,187.7,107.0,15.95,,95.0,9.74,14.4,8.0,,2.0,False
MS,102.0,510.0,Yes,No,0.0,224.2,81.0,38.11,243.3,90.0,20.68,147.8,66.0,6.65,12.0,8.0,3.24,3.0,False
IA,64.0,415.0,No,Yes,43.0,118.4,100.0,20.13,144.1,108.0,12.25,158.1,91.0,7.11,8.5,6.0,2.3,1.0,False
AK,103.0,510.0,No,No,0.0,190.9,62.0,32.45,226.6,53.0,19.26,230.1,96.0,10.35,7.8,3.0,2.11,2.0,False
MN,152.0,415.0,No,No,0.0,317.8,60.0,54.03,152.9,100.0,13.0,123.4,,5.55,10.4,7.0,2.81,1.0,True
WV,22.0,415.0,No,No,38.0,312.0,112.0,53.04,180.0,109.0,15.3,168.6,94.0,7.59,12.8,4.0,3.46,1.0,True
OR,97.0,415.0,No,No,0.0,146.0,121.0,24.82,203.0,141.0,17.26,151.8,120.0,6.83,,2.0,3.59,1.0,False
MS,131.0,415.0,No,No,0.0,131.6,95.0,22.37,179.3,109.0,15.24,251.2,129.0,,15.5,3.0,4.19,1.0,True
ME,57.0,415.0,No,Yes,33.0,193.4,105.0,32.88,231.6,79.0,19.69,226.2,90.0,10.18,11.1,11.0,3.0,2.0,False
MN,157.0,510.0,No,No,0.0,185.1,92.0,31.47,213.0,85.0,18.11,196.1,85.0,8.82,8.5,5.0,2.3,,False
GA,194.0,510.0,No,No,0.0,193.3,106.0,32.86,169.0,105.0,,225.2,122.0,,11.8,4.0,3.19,0.0,False
DC,66.0,415.0,No,No,43.0,146.4,107.0,24.89,196.5,99.0,16.7,230.1,106.0,10.35,7.8,2.0,2.11,1.0,False
NY,123.0,415.0,No,No,0.0,123.2,104.0,20.94,190.0,117.0,16.15,170.3,95.0,7.66,12.9,5.0,3.48,4.0,True
OK,116.0,510.0,No,No,0.0,205.0,90.0,34.85,,114.0,11.98,272.6,96.0,12.27,7.5,4.0,2.03,2.0,True
OK,92.0,415.0,No,No,0.0,128.7,78.0,21.88,240.8,,20.47,179.5,121.0,10.7,12.8,6.0,3.46,1.0,False
GA,64.0,510.0,No,No,0.0,216.9,78.0,36.87,211.0,133.0,26.24,,116.0,8.09,11.4,5.0,3.08,3.0,False
NJ,96.0,510.0,No,No,0.0,150.0,122.0,25.5,218.5,116.0,18.57,212.4,89.0,9.56,9.8,1.0,2.65,3.0,False
ME,105.0,510.0,No,No,0.0,131.5,115.0,36.04,226.6,128.0,19.26,193.6,114.0,8.71,8.9,7.0,2.4,3.0,False
MI,53.0,510.0,No,Yes,37.0,167.3,99.0,28.44,194.7,99.0,16.55,236.7,112.0,10.65,12.0,9.0,3.24,2.0,False
NE,129.0,510.0,No,Yes,30.0,177.3,95.0,30.14,211.8,102.0,18.0,240.2,108.0,10.81,9.3,7.0,,3.0,False
VT,93.0,408.0,No,No,0.0,149.6,120.0,25.43,200.7,85.0,17.06,181.2,107.0,8.15,14.3,9.0,3.86,0.0,False
OH,115.0,510.0,Yes,No,0.0,345.3,81.0,58.7,203.4,,17.29,217.5,107.0,9.79,11.8,8.0,3.19,1.0,True
AL,25.0,408.0,No,No,0.0,264.9,80.0,45.03,281.2,66.0,23.9,166.1,80.0,7.47,8.4,4.0,,1.0,True
DC,73.0,408.0,No,No,0.0,122.0,92.0,20.74,138.3,114.0,11.76,224.2,128.0,10.09,5.8,5.0,1.57,1.0,False
DE,97.0,510.0,No,No,0.0,225.1,90.0,38.27,279.5,,,233.8,103.0,10.52,8.8,4.0,2.38,0.0,True
NY,148.0,408.0,No,No,0.0,208.4,120.0,35.43,174.4,99.0,14.82,310.7,105.0,13.98,11.2,4.0,3.02,,False
AL,85.0,408.0,No,Yes,30.0,173.1,107.0,29.43,247.2,101.0,21.01,158.7,104.0,7.14,,5.0,3.11,1.0,False
OK,86.0,510.0,Yes,No,0.0,162.4,131.0,27.61,167.0,102.0,14.2,128.9,118.0,5.8,11.4,7.0,3.08,2.0,True
MS,78.0,415.0,No,Yes,13.0,281.2,93.0,47.8,178.2,101.0,,244.2,129.0,10.99,6.4,5.0,1.73,2.0,False
MD,106.0,415.0,No,No,,208.3,89.0,35.41,169.4,67.0,14.4,102.0,90.0,4.59,15.9,4.0,4.29,3.0,False
AR,145.0,415.0,No,No,0.0,224.2,89.0,38.11,314.9,121.0,26.77,182.9,121.0,8.23,16.1,3.0,4.35,1.0,True
IL,91.0,415.0,No,No,0.0,189.3,100.0,32.18,239.3,107.0,20.34,89.7,89.0,4.04,9.9,3.0,2.67,3.0,False
UT,116.0,415.0,No,Yes,24.0,232.9,90.0,39.59,152.1,94.0,12.93,344.3,82.0,15.49,10.7,6.0,2.89,1.0,False
LA,69.0,415.0,No,Yes,37.0,155.0,98.0,26.35,142.4,105.0,12.1,143.7,117.0,,5.9,4.0,1.59,1.0,False
ID,135.0,510.0,No,No,0.0,154.4,130.0,26.25,203.8,90.0,17.32,158.7,59.0,7.14,11.8,3.0,3.19,0.0,False
KY,73.0,510.0,No,No,0.0,234.7,102.0,39.9,195.7,110.0,,,71.0,11.4,8.4,8.0,,2.0,False
MI,48.0,415.0,No,No,0.0,240.0,88.0,40.8,141.0,117.0,11.99,128.9,137.0,5.8,7.1,9.0,1.92,1.0,False
NH,125.0,415.0,Yes,No,0.0,298.4,78.0,50.73,270.5,142.0,22.99,107.3,84.0,4.83,12.2,2.0,3.29,0.0,False
WV,100.0,415.0,No,No,0.0,166.0,102.0,28.22,236.1,97.0,20.07,134.3,93.0,6.04,10.9,4.0,2.94,1.0,False
SD,64.0,415.0,No,No,0.0,174.5,98.0,29.67,180.2,103.0,15.32,179.0,89.0,8.06,10.7,2.0,2.89,2.0,False
MD,116.0,415.0,Yes,Yes,27.0,175.5,137.0,29.84,210.6,60.0,17.9,294.8,121.0,13.27,6.9,5.0,1.86,1.0,False
ND,147.0,408.0,Yes,Yes,35.0,157.5,109.0,26.78,189.6,67.0,16.12,227.0,76.0,10.22,11.1,2.0,3.0,,True
MO,84.0,415.0,No,Yes,35.0,207.5,138.0,35.28,201.0,116.0,17.09,164.5,107.0,7.4,,16.0,2.03,4.0,False
IL,86.0,510.0,No,Yes,16.0,144.8,105.0,34.48,206.2,111.0,17.53,255.4,117.0,11.49,11.6,4.0,3.13,,False
UT,134.0,415.0,No,No,0.0,258.8,85.0,44.0,189.3,114.0,11.01,193.6,106.0,8.71,10.9,7.0,2.94,2.0,False
MI,105.0,415.0,No,No,0.0,226.9,106.0,38.57,182.2,109.0,15.49,203.9,107.0,,11.6,2.0,3.13,0.0,True
AR,88.0,408.0,No,No,0.0,152.9,119.0,25.99,171.2,107.0,14.55,257.0,106.0,11.57,12.0,5.0,3.24,,False
AK,83.0,408.0,No,No,0.0,150.8,85.0,25.64,295.9,88.0,25.15,247.2,104.0,11.12,,1.0,3.38,1.0,False
NH,141.0,415.0,No,Yes,32.0,129.9,92.0,54.81,283.2,107.0,24.07,209.5,,9.43,6.7,3.0,1.81,1.0,True
NM,148.0,408.0,No,No,0.0,153.6,148.0,26.11,262.1,87.0,22.28,225.5,99.0,10.15,9.8,3.0,2.65,2.0,False
MN,163.0,408.0,No,Yes,22.0,215.1,91.0,36.57,138.9,110.0,11.81,146.2,109.0,6.58,12.4,2.0,3.35,2.0,False
IA,89.0,415.0,No,Yes,35.0,174.4,108.0,29.65,196.7,100.0,16.72,127.4,74.0,5.73,,3.0,3.19,1.0,False
RI,63.0,415.0,No,No,0.0,180.5,84.0,30.69,230.0,98.0,19.55,232.5,73.0,10.46,10.6,3.0,2.86,0.0,False
AL,102.0,415.0,No,No,0.0,62.3,106.0,20.93,182.0,102.0,15.47,244.6,113.0,11.01,12.6,7.0,3.4,2.0,False
SD,104.0,408.0,No,No,0.0,200.2,92.0,34.03,118.7,87.0,10.09,144.4,65.0,10.65,6.0,6.0,1.62,2.0,False
MT,63.0,415.0,No,Yes,0.0,184.2,111.0,31.31,280.3,89.0,26.57,264.0,,11.88,12.2,4.0,3.29,1.0,False
KY,105.0,415.0,No,Yes,24.0,274.7,125.0,46.7,193.5,118.0,16.45,299.6,109.0,13.48,10.8,3.0,2.92,3.0,False
DC,68.0,415.0,Yes,Yes,39.0,142.0,140.0,24.14,241.6,89.0,20.54,302.0,72.0,13.59,,5.0,3.05,0.0,False
CO,63.0,408.0,Yes,Yes,21.0,151.5,99.0,25.76,147.8,89.0,12.56,210.4,114.0,9.47,10.0,4.0,2.7,1.0,False
KS,91.0,408.0,Yes,No,0.0,246.4,110.0,41.89,182.0,,15.47,157.6,106.0,7.09,12.1,2.0,3.27,2.0,True
NC,101.0,415.0,No,No,0.0,,114.0,39.56,186.4,123.0,19.52,153.3,122.0,,11.5,6.0,3.11,5.0,False
SC,116.0,408.0,No,No,0.0,288.0,120.0,48.96,255.8,90.0,21.74,233.4,99.0,10.5,13.4,4.0,3.62,0.0,True
CO,131.0,415.0,No,Yes,23.0,170.8,145.0,28.49,236.7,93.0,20.12,294.5,100.0,13.25,12.7,1.0,3.43,1.0,False
MN,84.0,415.0,No,No,0.0,216.1,114.0,36.74,197.5,107.0,16.79,217.8,104.0,9.8,9.8,3.0,2.65,1.0,False
WY,104.0,415.0,No,No,0.0,138.7,100.0,23.58,215.4,58.0,18.31,164.3,98.0,7.39,4.9,4.0,1.32,2.0,False
FL,108.0,510.0,No,No,0.0,210.7,112.0,35.82,238.7,73.0,20.29,253.6,90.0,11.41,9.2,5.0,2.48,3.0,False
NY,111.0,415.0,No,No,32.0,208.7,117.0,30.91,158.1,,13.44,266.2,123.0,11.98,9.7,9.0,2.62,0.0,False
OK,155.0,408.0,No,Yes,30.0,61.6,103.0,10.47,255.1,110.0,21.68,225.9,,10.17,10.7,5.0,3.35,1.0,False
ME,66.0,510.0,No,No,0.0,207.7,105.0,35.31,196.7,112.0,16.72,261.7,83.0,11.78,6.8,3.0,1.84,1.0,False
NE,64.0,510.0,No,No,0.0,219.2,73.0,37.26,167.0,65.0,14.2,161.4,119.0,7.26,10.0,5.0,2.7,1.0,False
OH,69.0,415.0,No,No,0.0,227.0,122.0,38.59,258.7,111.0,21.99,169.7,87.0,7.64,8.9,1.0,2.4,2.0,False
DC,101.0,415.0,No,No,0.0,257.3,84.0,43.74,184.8,115.0,16.41,108.9,109.0,4.9,13.5,7.0,3.65,0.0,False
OK,15.0,415.0,No,No,0.0,121.1,130.0,20.59,,86.0,18.36,235.1,33.0,10.58,16.1,5.0,4.35,2.0,False
NJ,88.0,415.0,No,No,0.0,301.5,136.0,51.26,257.7,72.0,21.9,190.4,118.0,5.98,13.4,2.0,3.62,4.0,True
IA,197.0,415.0,No,No,0.0,233.9,96.0,39.76,218.9,111.0,,,109.0,8.23,9.5,,2.57,0.0,False
VA,50.0,415.0,Yes,No,0.0,99.6,108.0,16.93,308.7,102.0,26.24,161.2,62.0,7.25,13.7,6.0,3.7,2.0,True
VA,172.0,510.0,No,No,0.0,169.8,104.0,28.87,183.1,94.0,15.56,395.0,72.0,17.77,12.7,7.0,3.43,2.0,False
NM,188.0,,Yes,Yes,26.0,198.8,115.0,33.8,166.6,67.0,14.16,198.5,118.0,,14.4,5.0,3.89,1.0,True
FL,85.0,408.0,Yes,No,0.0,116.2,86.0,19.75,229.7,,19.52,204.2,109.0,9.19,10.1,3.0,2.73,,False
RI,103.0,510.0,Yes,No,0.0,255.9,128.0,43.5,140.9,92.0,11.98,308.9,130.0,13.9,12.1,2.0,3.27,1.0,True
NJ,136.0,408.0,No,Yes,27.0,187.7,84.0,,221.0,147.0,18.79,145.7,110.0,6.56,10.0,4.0,2.7,3.0,False
NE,155.0,408.0,No,Yes,21.0,195.9,91.0,33.3,213.9,84.0,18.18,235.4,111.0,3.97,8.6,4.0,2.32,0.0,False
WV,,,No,No,0.0,129.4,97.0,22.0,185.4,101.0,15.76,204.7,106.0,9.21,1.1,2.0,0.3,2.0,False
WY,116.0,510.0,No,Yes,12.0,221.0,108.0,37.57,220.0,118.0,12.84,179.0,80.0,8.06,9.0,6.0,,2.0,False
SC,,408.0,No,No,0.0,140.5,92.0,23.89,186.8,96.0,15.88,227.0,86.0,10.22,9.5,,2.57,2.0,False
MS,65.0,415.0,Yes,No,,277.9,123.0,47.24,155.8,112.0,13.24,256.9,71.0,,9.2,10.0,2.48,0.0,True
ND,180.0,415.0,No,No,0.0,104.6,105.0,38.23,250.0,101.0,21.25,216.1,73.0,9.72,6.7,5.0,1.81,3.0,True
IL,67.0,415.0,No,No,0.0,109.1,95.0,18.55,217.4,124.0,18.48,188.4,141.0,8.48,12.8,6.0,3.46,0.0,False
OR,,415.0,No,No,0.0,207.8,109.0,35.33,215.5,112.0,10.5,291.6,115.0,13.12,5.7,9.0,,0.0,False
IA,44.0,415.0,No,No,0.0,308.6,139.0,52.46,150.8,99.0,12.82,198.7,66.0,8.94,7.3,3.0,1.97,4.0,True
ME,25.0,,No,No,0.0,242.6,69.0,,209.0,117.0,17.77,219.7,82.0,9.89,14.4,6.0,3.89,2.0,False
WY,145.0,408.0,No,No,0.0,229.6,82.0,39.03,138.1,103.0,11.74,250.8,109.0,11.29,3.3,3.0,,1.0,False
WI,122.0,510.0,No,Yes,28.0,166.0,77.0,28.22,233.9,88.0,9.95,170.1,84.0,7.65,7.7,3.0,2.08,2.0,False
SC,121.0,415.0,No,No,0.0,153.7,126.0,24.62,200.6,82.0,17.05,208.8,81.0,9.4,13.3,9.0,3.59,0.0,True
DC,55.0,510.0,Yes,No,0.0,168.2,77.0,18.04,123.5,100.0,4.18,96.4,92.0,4.34,12.9,3.0,3.48,0.0,False
CT,,510.0,No,No,0.0,221.8,84.0,37.71,166.0,125.0,14.11,210.2,72.0,9.46,13.2,4.0,3.56,1.0,False
OR,12.0,415.0,No,No,0.0,204.6,98.0,34.78,212.5,90.0,18.06,182.1,95.0,8.19,,7.0,2.65,2.0,False
OR,64.0,510.0,No,No,0.0,213.5,93.0,36.3,166.6,114.0,14.16,122.0,78.0,5.49,14.1,3.0,3.81,3.0,False
NV,,415.0,No,Yes,44.0,152.0,95.0,25.84,274.9,73.0,23.37,162.4,121.0,7.31,10.0,1.0,2.7,2.0,False
MN,125.0,415.0,Yes,Yes,29.0,260.8,,44.34,163.7,112.0,13.91,271.7,117.0,12.23,17.0,6.0,4.59,1.0,True
OK,160.0,408.0,No,No,0.0,166.4,117.0,28.29,317.0,129.0,26.95,160.4,121.0,7.22,10.0,2.0,2.7,1.0,False
KS,79.0,415.0,No,No,0.0,177.9,83.0,30.24,167.3,90.0,14.22,223.7,145.0,10.07,15.2,8.0,4.1,0.0,False
RI,36.0,415.0,No,No,0.0,235.1,97.0,39.97,196.8,,16.73,259.7,110.0,11.69,7.0,7.0,1.89,3.0,False
IL,138.0,408.0,Yes,No,0.0,268.4,81.0,45.63,174.4,115.0,14.82,193.5,96.0,8.71,11.6,4.0,3.13,1.0,False
WI,72.0,408.0,No,No,0.0,179.9,113.0,30.58,149.8,,12.73,168.2,79.0,7.21,9.8,7.0,2.65,2.0,False
MI,74.0,415.0,No,No,0.0,314.1,86.0,53.4,222.4,116.0,18.9,,121.0,11.66,12.3,5.0,3.32,1.0,True
MI,134.0,415.0,No,Yes,41.0,162.0,82.0,27.54,324.7,87.0,27.6,160.1,112.0,7.2,11.9,5.0,3.21,0.0,False
MA,145.0,415.0,No,No,0.0,175.8,89.0,29.89,202.8,119.0,23.32,226.6,69.0,10.2,,4.0,3.35,1.0,False
AL,136.0,510.0,No,No,0.0,109.4,91.0,18.6,207.5,111.0,17.2,135.0,107.0,6.08,11.6,5.0,3.13,0.0,False
WI,66.0,415.0,Yes,No,0.0,208.7,84.0,35.48,173.3,88.0,14.73,264.7,107.0,9.14,,3.0,2.24,3.0,False
VT,152.0,,No,Yes,20.0,214.6,115.0,36.48,,82.0,8.21,,145.0,7.68,7.9,5.0,2.13,1.0,False
CT,162.0,408.0,No,No,0.0,49.2,121.0,8.36,179.3,136.0,12.23,,97.0,9.14,12.1,13.0,3.27,1.0,False
OR,72.0,510.0,No,No,0.0,141.3,133.0,24.02,134.9,96.0,11.47,227.5,97.0,10.24,11.2,3.0,3.02,2.0,False
HI,101.0,415.0,No,No,0.0,253.2,89.0,43.04,237.9,114.0,20.22,154.3,85.0,6.94,9.7,7.0,2.62,4.0,
WV,125.0,415.0,No,No,0.0,206.0,128.0,35.02,198.1,71.0,16.84,135.9,116.0,,,3.0,3.56,,False
RI,46.0,408.0,No,No,0.0,40.4,105.0,6.87,172.4,83.0,,145.1,89.0,6.53,9.0,2.0,2.43,,False
MI,132.0,408.0,No,No,0.0,291.2,104.0,49.5,234.2,132.0,19.91,191.7,87.0,,8.9,3.0,2.4,1.0,True
ME,89.0,415.0,No,Yes,31.0,71.2,58.0,12.1,124.7,105.0,10.6,155.5,108.0,7.0,11.7,3.0,3.16,0.0,False
WV,63.0,510.0,No,No,0.0,261.8,69.0,44.51,245.0,135.0,20.83,202.1,80.0,9.09,14.7,4.0,3.97,0.0,True
NE,124.0,510.0,No,No,0.0,191.3,134.0,32.52,261.5,113.0,22.23,182.3,111.0,8.2,10.0,3.0,2.7,1.0,False
DC,141.0,415.0,No,No,0.0,133.3,101.0,,255.5,127.0,,215.5,68.0,10.29,11.6,2.0,3.13,,False
NH,97.0,408.0,No,Yes,28.0,82.6,57.0,48.13,185.4,98.0,15.76,312.8,78.0,14.08,6.1,8.0,1.65,1.0,False
WV,137.0,510.0,No,Yes,50.0,186.5,94.0,31.71,178.0,106.0,,215.6,100.0,9.14,12.1,4.0,3.27,2.0,False
IL,142.0,415.0,No,Yes,38.0,163.3,104.0,27.76,136.0,114.0,11.56,,127.0,11.21,4.3,6.0,1.16,0.0,False
NH,119.0,415.0,No,Yes,19.0,178.1,110.0,30.28,212.8,100.0,18.09,226.3,123.0,10.18,10.0,6.0,2.7,1.0,False
MI,158.0,415.0,No,No,0.0,195.9,103.0,33.3,89.1,95.0,7.57,302.2,82.0,13.6,10.3,3.0,2.78,1.0,False
ND,50.0,415.0,No,No,0.0,295.3,127.0,50.2,127.4,100.0,10.83,166.8,133.0,7.51,9.6,6.0,2.59,1.0,False
LA,98.0,408.0,No,No,0.0,196.7,119.0,23.14,264.5,90.0,13.29,158.8,83.0,7.15,10.1,5.0,,2.0,False
HI,101.0,415.0,No,Yes,24.0,114.1,95.0,19.4,161.5,86.0,,176.3,90.0,7.93,13.0,9.0,3.51,2.0,False
WV,,408.0,No,No,0.0,169.3,111.0,28.78,120.4,69.0,11.86,197.0,87.0,2.25,12.0,3.0,3.24,0.0,False
NC,117.0,510.0,No,No,0.0,214.4,94.0,36.45,138.0,149.0,11.73,148.7,102.0,6.69,9.9,1.0,2.67,2.0,False
PA,92.0,415.0,Yes,No,0.0,255.8,125.0,43.49,142.7,,12.13,181.2,101.0,8.15,11.7,3.0,3.16,0.0,False
MI,86.0,408.0,No,No,0.0,148.2,71.0,25.19,285.1,91.0,24.23,166.4,155.0,7.49,6.2,3.0,1.67,2.0,False
WY,122.0,415.0,No,No,0.0,119.3,93.0,20.28,223.9,103.0,19.03,211.9,122.0,,8.7,4.0,2.35,2.0,False
NJ,156.0,408.0,No,Yes,27.0,192.3,137.0,32.69,199.9,115.0,16.99,244.2,112.0,10.99,14.8,8.0,4.0,1.0,False
NJ,127.0,510.0,No,No,0.0,245.2,91.0,41.68,217.2,100.0,18.46,243.1,128.0,,13.9,6.0,3.75,0.0,True
NC,130.0,408.0,Yes,No,0.0,216.2,106.0,36.75,363.7,70.0,30.91,126.7,123.0,5.7,16.9,2.0,4.56,5.0,
NM,158.0,408.0,No,No,0.0,172.4,114.0,29.31,,69.0,,235.3,104.0,10.59,0.0,0.0,0.0,2.0,False
MS,145.0,510.0,Yes,Yes,30.0,175.3,107.0,29.8,153.3,116.0,13.03,233.6,85.0,10.51,11.1,3.0,3.0,1.0,False
TX,90.0,415.0,Yes,Yes,26.0,169.0,104.0,28.73,188.8,,16.05,213.3,76.0,9.6,13.3,3.0,3.59,0.0,True
OK,127.0,510.0,No,Yes,27.0,2.6,113.0,0.44,254.0,102.0,21.59,242.7,156.0,10.92,9.2,5.0,2.48,3.0,False
ID,109.0,,No,No,0.0,184.1,143.0,31.3,211.7,105.0,17.99,243.0,116.0,10.93,9.9,2.0,2.67,1.0,False
AL,88.0,415.0,No,No,0.0,181.9,90.0,30.92,151.5,87.0,12.88,143.0,100.0,6.44,7.5,3.0,2.03,1.0,False
WY,101.0,510.0,No,Yes,9.0,160.1,116.0,27.22,210.0,121.0,17.85,139.1,65.0,6.26,10.8,9.0,2.92,0.0,False
VA,21.0,415.0,No,No,0.0,223.2,142.0,37.94,216.5,114.0,11.59,214.7,111.0,9.66,12.4,2.0,3.35,1.0,False
WV,145.0,408.0,No,Yes,31.0,216.0,94.0,36.72,225.1,123.0,19.13,234.7,109.0,,10.7,1.0,2.89,2.0,False
CA,33.0,408.0,No,No,0.0,159.5,115.0,27.12,195.4,118.0,16.61,102.4,86.0,4.61,7.1,7.0,1.92,1.0,False
PA,61.0,408.0,No,Yes,40.0,105.0,78.0,17.85,180.6,100.0,15.35,174.1,115.0,7.83,10.2,2.0,2.75,2.0,True
CO,107.0,415.0,No,No,0.0,204.5,,34.77,162.4,110.0,9.36,155.0,,6.98,13.4,,3.62,3.0,False
MD,147.0,408.0,No,No,0.0,274.0,92.0,46.58,231.8,82.0,19.7,,83.0,12.76,6.2,1.0,1.67,0.0,True
AL,95.0,,No,No,0.0,229.9,116.0,39.08,202.4,110.0,17.2,171.4,113.0,,14.2,6.0,3.83,1.0,False
