"Account.length","International.plan","Voice.mail.plan","Number.vmail.messages","Total.day.minutes","Total.day.calls","Total.eve.minutes","Total.eve.calls","Total.night.minutes","Total.night.calls","Total.intl.minutes","Total.intl.calls","Customer.service.calls","Churn"
100,0,0,0,126,96,144.3,80,302.8,102,7.6,3,1,"0"
99,1,0,0,197.2,121,228.1,100,204.1,99,9.9,6,2,"0"
94,0,0,0,194.1,62,227.2,54,190.4,115,15.3,4,1,"0"
40,0,0,0,115.7,105,127.8,113,201.866098254162,91,9.3,6,1,"0"
86,0,1,29,157.2,100,200.355623332063,136,226.7,109,8.4,5,3,"0"
101,0,0,0,269.7,85,207.6,86,214.2,107,4.5,4,3,"1"
105,0,0,0,227.4,121,268.5,89,143.3,82,13,4,1,"0"
140,1,1,27,188.9,124,160.9,102,197.7,100,11.1,5,2,"0"
101,0,0,0,179.567454268293,100,192.1,119,168.8,95,7.2,4,1,"0"
98,0,1,19,110.5,87,227.8,97,243.6,84,11,4,1,"0"
104,0,0,0,167.6,116,219.2,112,215.9,94,11.7,2,2,"0"
115,0,0,0,132,90,197.5,75,175.8,114,10.2141082164329,0,3,"0"
70,0,0,0,213.4,86,204.7,77,256.6,101,5.7,4,1,"0"
126,0,0,0,175.4,120,98.3,71,201.9,93,10.6,1,0,"0"
87,0,1,39,124.3,113,224.4,63,163.6,88,10.2,4,3,"0"
86,0,0,0,125.5,139,269.8,93,235.8,110,8.9,8,1,"0"
1,0,1,30,183.1,95,232.6,110,248.3,110,8.4,2,0,"0"
133,0,0,0,162.1,91,212.1,94,260.4,78,12.2,5,1,"0"
103,0,0,0,166.6,84,192.4,91,167.9,115,7.7,6,1,"0"
131,0,1,24,135.9,60,233.2,78,210.6,104,9.4,4,1,"0"
99,0,0,0,142.3,89,204.5,95,203.1,114,9.1,1,0,"0"
27,0,0,0,177.6,121,296.8,92,192.9,106,7.6,3,3,"0"
141,0,0,0,83.2,74,190.6,104,150.5,79,10.7,7,1,"0"
29,1,1,37,235,101,183.3,79,139.8,106,5.7,7,2,"0"
65,0,0,0,105.7,79,141.8,100,180.5,105,6.6,4,2,"0"
81,1,0,0,149.4,68,171.9,100,214.5,100,10.2141082164329,3,3,"1"
37,0,1,20,264.7,81,216.5,110,210.7,102,10.4,7,0,"0"
107,0,1,31,160.3,100,221.5,70,261.6,109,5.6,1,1,"0"
127,1,1,28,95.9,110,159.5,131,152.8,93,10.2141082164329,3,1,"0"
78,0,0,0,140.7,77,200.355623332063,114,252.9,107,11.7,5,0,"0"
176,0,0,0,250.9,108,171.4,100,148.6,85,9.6,6,2,"0"
96,1,0,0,200.6,117,289.5,120,201.866098254162,95,11.2,4,2,"0"
11,0,1,38,209.8,130,196.6,84,233,79,7,7,1,"0"
48,0,1,34,198,70,273.7,121,217.9,71,7.6,4,1,"0"
47,0,1,37,112.8,150,243.9,97,178.7,112,13.2,6,2,"0"
89,1,1,19,112.6,114,261.7,89,123.5,116,11.1,2,0,"1"
83,0,1,26,226.4,117,234.7,77,133.6,82,10.8,7,1,"0"
126,1,1,34,244.9,118,200.355623332063,105,210.8,136,9.7,6,2,"0"
60,0,0,0,203.2,99,235.8,131,224.9,112,15.1,6,2,"0"
122,0,0,0,136.7,115,243.1,137,188.9,110,8.6,4,0,"0"
136,0,0,0,152.6,97,208.9,85,119.1,100,10.2141082164329,10,1,"0"
172,0,1,8,274.9,102,186.6,118,201.866098254162,123,8.8,2,1,"0"
102,0,0,0,195.7,116,209.1,87,201.1,73,8.3,4,1,"1"
113,1,0,0,204.3,82,188.8,115,139.4,97,9.2,7,1,"0"
79,0,0,0,222.3,99,146.2,82,275.6,82,8.9,4,3,"0"
55,0,1,8,222.5,104,171.5,94,201.866098254162,114,9.7,2,1,"0"
160,0,0,0,174.3,105,171.3,107,220.8,131,8.3,2,0,"0"
110,0,0,22,242.5,96,162.3,140,184.1,86,7.8,3,2,"0"
192,0,0,0,221.6,101,285.2,100,167.4,83,12.7,6,2,"0"
93,0,0,0,114.3,100,221.1,103,126.3,88,10.9,9,0,"0"
101,0,1,33,219.7,137,186.8,94,184.5,113,9.5,2,2,"0"
77,0,0,0,144.9,136,151.3,115,252.4,73,12.3,3,2,"0"
105,0,1,40,236.5,111,117,110,221.1,115,8.1,3,2,"0"
133,0,1,8,174,80,209.4,113,224.1,87,14.1,7,2,"1"
131,0,0,8,109.5,95,228.9,100,258.6,108,6.6,7,1,"0"
106,0,1,33,81.6,120,235.6,85,150.9,113,9.9,4,1,"0"
118,0,0,8,133.4,113,121,92,254.7,129,5.9,4,1,"0"
125,0,0,0,137.1,94,209.8,119,238.4,114,8.6,4,1,"0"
95,0,0,0,197,88,190.4,68,211.9,104,16.1,8,0,"0"
80,0,0,0,198.1,100,156.7,120,182.1,76,9.3,3,3,"0"
145,0,0,0,39.5,78,264.3,106,185.8,90,10,6,0,"0"
37,0,0,0,213.8,107,207.5,110,83.9,123,8.1,4,2,"0"
87,0,0,0,156.8,93,215.8,68,223.3,77,7.6,6,1,"0"
69,0,0,0,183.4,85,237.6,100,201.866098254162,94,9,5,3,"0"
83,0,0,0,132.4,120,121.6,101,197.7,84,8.6,2,1,"0"
195,0,0,0,63.2,108,220.2,88,184,99,5.1,3,0,"0"
67,1,1,35,279.3,59,200.355623332063,116,216.3,121,10.2141082164329,4,0,"1"
75,0,1,27,117.5,102,206.8,127,194.4,114,4.2,7,3,"0"
123,0,1,27,218.7,79,163.4,78,173.8,116,15,1,2,"0"
41,0,1,41,207.3,95,137.3,100,115.7,74,5.9,3,1,"0"
75,0,0,0,150.6,99,301.5,83,158.7,104,8.1,5,0,"0"
76,1,0,0,273.3,66,263.6,121,165.2,84,12,7,2,"1"
86,1,0,0,266.1,120,182,121,206.5,103,10.3,4,1,"0"
140,0,0,0,112.8,89,156.7,65,249.6,85,16.3,6,0,"0"
70,0,0,0,104.7,112,82.2,104,169.4,110,15.8,7,3,"0"
118,0,0,0,253.2,122,201,78,195.3,108,9.7,7,2,"0"
66,0,1,0,174.7,91,232.1,105,305.4,98,8.9,2,1,"0"
78,0,0,0,87,102,193.6,64,205.8,120,11,5,0,"0"
129,0,1,34,204.5,79,132.8,113,190.1,117,14.8,9,2,"0"
6,0,0,0,226.5,93,152.1,122,164.4,98,9.4,4,3,"0"
107,1,0,0,234.1,91,200.355623332063,105,201.866098254162,100,10,3,1,"0"
107,1,0,0,133.3,106,182.9,89,241.1,123,10.2141082164329,2,3,"1"
138,0,0,0,133.9,87,166.4,110,193.5,139,10.2141082164329,3,1,"0"
103,0,0,0,160.2,104,138.9,70,312.5,97,9.7,2,0,"0"
116,0,1,8,230.6,94,224.1,100,244,76,11.1,2,0,"0"
189,0,0,0,227.4,84,176,81,206.1,120,10.2141082164329,4,2,"1"
161,0,0,0,72.8,100,267.1,120,222.5,91,11.8,2,2,"0"
119,0,0,0,196.1,107,296.5,84,211.5,91,7,2,1,"0"
89,0,0,0,197.1,110,165.9,115,227.3,106,12.8,3,1,"0"
64,0,0,0,219.6,126,303.3,100,154.5,65,9.7,5,1,"0"
126,0,1,30,153.4,90,151.4,97,153.8,97,12.8,4,2,"1"
129,0,0,0,216,85,186.9,114,210.7,109,4.9,10,2,"0"
128,0,1,32,222.9,136,262,80,191.4,101,10.8,4,0,"0"
114,0,0,0,189.8,101,147.7,100,172.7,121,10.6,5,1,"0"
50,0,0,0,154.7,102,298,108,210.2,95,11.1,3,0,"0"
86,0,0,0,136.4,104,202.5,112,230.7,86,11.5,1,3,"0"
96,0,0,0,170.5,86,277.5,88,162.5,117,12.2,6,1,"0"
57,1,1,17,236.5,94,163.1,94,236.7,117,12.2,3,2,"0"
65,0,0,0,153.9,117,162.4,122,280.5,147,8.5,3,2,"0"
136,0,0,0,252.4,74,167.9,81,248.3,110,10.7,3,2,"0"
116,0,0,8,197.9,84,168.1,113,239.8,145,12,6,1,"0"
93,0,0,0,152.4,74,274.6,100,252.2,120,6.6,5,3,"0"
142,0,1,40,237.4,105,175.9,93,210.3,110,9.2,3,3,"0"
92,0,0,0,265.6,82,180.7,100,211.1,113,8.6,2,1,"0"
100,0,0,0,155,91,305.8,81,171,105,6.7,6,1,"0"
160,0,1,14,199.1,100,221.8,103,201.866098254162,91,4.2,1,1,"0"
37,0,0,0,233.7,114,207.9,109,212.7,101,12,2,2,"0"
51,0,0,0,183.1,114,160.1,107,311.8,121,7,3,1,"0"
174,0,0,0,139.4,96,143.4,108,225.2,107,10,5,2,"0"
68,0,0,0,213.9,112,260.5,100,233.8,97,8.4,3,1,"1"
130,0,0,0,207.1,70,200.1,115,194.2,100,12.4,2,1,"0"
134,0,0,0,177.2,120,228.7,100,201.866098254162,113,8.9,3,2,"0"
108,0,1,35,169.8,136,173.7,101,214.6,105,9.5,7,2,"0"
103,0,0,0,173.5,83,244.3,65,221.6,66,9.7,2,3,"0"
62,0,0,0,159.9,100,172.2,99,263.2,109,5.6,4,1,"0"
162,0,0,0,115.1,89,196.8,84,212.4,98,11.4,3,2,"0"
42,0,0,0,92.2,108,211.2,120,129.1,73,13.1,6,1,"0"
155,0,1,23,243.9,112,133,106,213.7,123,13.4,4,2,"0"
36,0,0,0,117.1,78,235.4,117,221.3,108,9,2,2,"0"
143,0,0,0,223.3,99,167.1,128,201.866098254162,84,4.5,4,0,"1"
81,0,0,0,261.4,141,215.7,102,271.8,96,8,6,1,"1"
138,1,0,0,46.5,104,186,114,167.5,95,9.6,4,2,"0"
103,0,1,18,143.4,84,170.9,84,171.5,112,10.2141082164329,7,0,"1"
127,1,0,0,242.2,102,226.1,80,252,96,10.2141082164329,5,2,"1"
136,0,0,0,259.4,99,172.7,125,293.7,78,10.7,6,1,"1"
99,0,0,0,222.4,102,185.8,89,237.7,81,12,4,2,"0"
95,0,0,0,69.4,79,161.3,109,201.866098254162,102,8.9,5,0,"0"
118,1,1,21,156.5,122,209.2,125,158.7,81,11.1,3,2,"1"
113,0,0,0,61.2,111,92.3,88,264.1,114,13.7,3,2,"1"
128,1,0,0,245.2,112,101.5,101,249.4,116,10.7,5,0,"0"
117,0,0,0,140.1,100,135.2,104,201.866098254162,93,15.7,4,3,"0"
48,0,1,36,230.9,92,167.6,105,270,87,7.6,4,3,"0"
81,1,0,0,227.4,105,211.5,120,258.2,113,11.9,3,0,"0"
140,0,0,0,162.6,98,206.2,109,141.6,66,10.6,2,1,"0"
107,0,1,38,219.4,92,180.5,130,104.1,91,11,1,2,"0"
56,0,0,0,137.2,111,165.9,119,182.3,72,14.3,4,1,"0"
159,0,0,0,168.4,103,278.2,97,170.6,93,10.5,10,1,"0"
102,0,0,0,271.1,80,172,133,169.2,105,10.2141082164329,5,1,"0"
106,0,0,0,193.1,106,220.1,113,201.866098254162,95,11.4,2,2,"0"
100,0,0,0,165.4,106,273.7,109,210,93,8.7,3,0,"1"
86,0,0,0,217.8,93,214.7,95,228.7,70,11.3,7,0,"0"
169,0,0,0,235.7,79,136.9,85,220.9,97,13.3,10,1,"0"
122,0,1,22,204.5,92,139.6,121,205,103,8.6,5,2,"0"
52,0,1,32,130.1,68,247.2,95,289.4,87,13.5,5,2,"0"
79,0,1,34,103.7,100,236.3,78,256.6,102,14.8,4,2,"0"
135,0,0,0,239.9,91,177.1,104,201.866098254162,118,5.9,3,2,"0"
37,0,0,0,145.6,69,129.2,113,207.5,117,12.9,1,0,"0"
161,0,1,39,218.5,76,112.7,94,205.1,121,7.3,4,1,"0"
123,0,0,0,128.7,126,117.6,94,198.4,132,10.8,5,0,"0"
80,0,1,38,236.6,69,197.5,68,209.5,102,9.5,10,2,"1"
94,0,0,0,85.9,113,226.7,91,279.6,110,15.6,4,0,"0"
105,0,1,0,141.2,96,167.7,94,274.4,101,11.4,2,1,"0"
73,0,1,31,194.4,104,176,84,230.1,110,11.5,3,0,"0"
112,0,0,0,167.6,100,154.5,90,281.4,107,10.2141082164329,3,2,"0"
179,0,0,0,234.5,134,164.2,94,191.4,72,6.1,4,1,"0"
57,0,0,0,154.2,115,196.7,85,253.5,97,10.1,9,1,"0"
127,0,1,14,143.2,99,169.9,91,221.6,77,11.6,1,1,"0"
122,1,1,40,216.4,80,249.7,90,185.9,99,12.7,4,1,"0"
33,0,1,8,161.9,85,151.2,82,219.3,131,8.5,2,1,"0"
94,0,0,0,118.7,90,205.1,57,172.2,100,10.4,6,3,"0"
100,0,0,0,179.1,123,196.6,132,186.7,116,10.2,10,1,"0"
106,0,0,0,147.9,97,209.3,99,162.1,80,8.8,5,2,"0"
148,0,1,0,209.2,110,116.6,73,109.6,105,16.5,4,2,"0"
120,0,1,29,244.3,140,322.3,89,166.8,91,10.6,6,0,"0"
91,0,1,34,175.3,96,262.3,122,143.9,76,5.6,4,1,"0"
86,0,0,0,150.5,92,120.3,95,99,96,9,3,1,"0"
78,0,1,25,197.4,73,295.7,113,211.7,73,13.2,2,0,"0"
112,0,0,8,163.5,136,143.7,111,253.4,82,12.6,5,1,"0"
85,0,0,0,236.9,93,197.7,113,309.1,78,11.4,7,2,"1"
95,0,0,0,138.3,77,167.2,80,194.7,70,7.2,4,1,"0"
128,0,0,0,216,111,153.7,115,227,74,12.7,4,1,"0"
115,1,0,0,180,119,198.8,126,217.1,70,12.4,3,1,"0"
76,0,0,0,143.7,55,173.1,100,239.1,95,5.8,6,1,"0"
75,0,1,39,198.2,107,280.4,132,129.6,73,11.3,7,1,"0"
82,0,1,29,179.567454268293,77,134.9,112,79.3,95,8.8,2,2,"0"
87,0,0,8,189.5,113,204.9,113,221.7,93,13.4,3,1,"0"
115,0,1,26,155.2,110,230.9,100,261.6,100,4.5,4,0,"0"
99,1,0,0,193,102,200.355623332063,133,163.1,93,11.3,3,0,"1"
121,1,1,8,254.1,100,180.2,108,196.2,129,8.7,4,3,"0"
54,0,1,33,112,90,208,112,150.3,83,11.3,4,2,"0"
95,0,0,0,198.4,113,235.9,144,325.6,99,10.1,3,0,"0"
163,0,1,25,219.6,99,210.4,99,242.7,88,13.8,8,2,"0"
57,0,0,0,169.6,96,234.7,84,285.4,83,11.2,4,0,"0"
104,1,0,0,160.4,73,293.9,103,306.6,90,12.6,5,2,"0"
83,0,1,20,179.567454268293,89,167.9,92,201.866098254162,79,11.2,2,0,"0"
141,0,0,0,160.1,87,256.7,120,201.866098254162,107,7,1,2,"0"
95,0,0,0,194.6,114,232.8,106,173.4,92,3.8,2,3,"0"
184,0,0,0,236.4,73,287.3,120,201.866098254162,94,13.8,4,1,"1"
74,0,0,0,157.1,95,213.1,100,280.4,77,7.6,3,2,"0"
100,0,0,0,179.8,125,200.355623332063,86,272.8,97,7.4,4,2,"0"
100,1,0,8,148.2,108,134.1,113,259.3,103,11,3,0,"0"
149,0,0,0,119.2,88,168.3,110,204.7,119,12.2,6,2,"1"
154,0,1,35,224,102,192,99,163.1,100,9.6,2,0,"0"
138,0,1,0,179.567454268293,102,140.9,109,179.7,111,7.9,1,0,"0"
117,0,0,0,184.8,83,248.6,101,133.1,113,9.6,8,2,"0"
130,0,0,0,179.567454268293,140,201,104,161.9,123,11.3,5,1,"0"
73,0,0,0,241.7,115,168.5,133,169.8,122,11.1,2,2,"0"
100,0,1,38,224.7,121,294,131,290,61,9.8,6,0,"0"
149,0,0,0,207.3,115,198.4,82,201.866098254162,83,8.6,4,1,"0"
29,0,0,0,196.8,81,168,115,132.6,98,12.7,7,2,"0"
131,0,0,0,110.9,74,115.6,141,190.5,114,15.8,9,1,"0"
153,0,0,0,122.5,145,273.3,103,197.8,71,8,3,2,"0"
84,0,0,8,226.9,144,201.6,108,130.2,121,10.2141082164329,5,2,"0"
133,0,0,0,179.567454268293,101,141.4,128,238.2,108,10,8,2,"0"
87,0,0,0,204.8,101,161,80,285.7,89,9.5,3,0,"0"
72,0,0,0,165.9,61,177.9,97,210.1,120,12,5,2,"0"
65,0,1,32,175.6,104,322.2,81,210,96,8.9,6,1,"0"
74,0,0,0,225.2,93,215.1,120,154.5,95,10.2141082164329,2,2,"0"
116,0,0,0,159.4,79,179.5,88,167.8,71,9.7,2,2,"1"
68,0,0,0,172.7,95,139.1,90,174.3,99,11.7,1,2,"0"
68,0,0,0,222.8,99,175.8,85,202,111,11,3,3,"0"
54,1,0,0,214.1,77,240.5,94,188.9,75,10.1,3,1,"0"
147,0,0,0,134,104,174.5,94,201.866098254162,79,7.3,3,3,"0"
173,0,0,0,291.8,143,214.3,134,184.9,119,9.9,2,0,"1"
110,0,0,0,222.7,94,105.8,98,214.8,78,13.5,4,2,"0"
102,0,0,0,174.5,79,236.8,136,270.4,110,8.5,5,0,"0"
91,0,1,31,273,78,215.5,98,104.7,114,9.6,2,1,"0"
64,1,0,0,225.3,134,108.2,87,139.6,132,10.2141082164329,9,1,"0"
176,0,1,23,283.2,130,162.6,74,177.7,77,7.2,6,1,"0"
57,0,1,0,89.7,87,138.6,73,165.8,114,10.7,2,1,"0"
138,0,0,0,127.1,100,247.7,71,207.7,75,5,3,3,"0"
101,0,1,28,105.9,132,231.7,107,281.3,120,10.7,5,1,"0"
136,0,0,0,142.3,79,158,113,177.5,75,6,4,2,"0"
111,0,0,0,191.3,80,138.5,94,246,107,6.4,3,2,"0"
132,0,1,36,201.9,93,156.3,75,131.3,92,13.7,5,0,"0"
128,0,0,0,247.3,91,182.7,60,143.2,112,10.2141082164329,2,3,"0"
92,0,1,38,242.2,96,262,144,210,108,8.9,1,1,"0"
197,1,0,0,127.3,80,222.3,115,173.9,95,13.7,5,2,"1"
99,0,1,33,179.1,93,238.3,102,201.866098254162,96,10.2141082164329,1,2,"0"
106,0,1,31,197.4,125,123.4,110,115.6,101,12.3,4,3,"0"
78,0,0,0,193.1,85,172.1,105,129.6,119,10.2141082164329,1,0,"0"
98,0,0,0,171.7,106,174.8,87,189.6,130,7.8,6,1,"0"
17,0,1,35,198.5,123,270.6,74,209.9,130,8.1,10,1,"0"
56,0,1,24,121.7,87,184,76,266.6,98,12.7,3,1,"0"
84,0,0,0,130.2,105,200.355623332063,60,201.866098254162,74,14,6,2,"0"
95,0,0,0,203.4,96,168.6,61,173,105,10.2141082164329,3,2,"0"
76,1,0,0,241,120,231.8,96,220.2,67,9.9,1,1,"1"
93,0,0,0,141.7,95,221,100,227.1,71,10.2,3,0,"0"
83,0,0,0,134.8,96,173.6,78,247.8,123,7.7,5,2,"0"
123,0,0,0,163.1,119,328.7,51,168.2,77,9,10,1,"0"
64,0,0,0,145.5,116,228.4,110,273.4,91,8.9,8,1,"0"
82,0,0,0,179.567454268293,73,208.3,120,267.1,102,10.6,6,0,"0"
100,0,0,0,131.9,93,272.7,106,189.6,105,7.1,4,1,"0"
47,0,1,30,196.6,93,241.4,140,226,118,12.9,4,2,"0"
115,0,0,0,62.8,107,145.1,96,152.1,99,14.1,4,2,"0"
69,0,0,0,143.6,88,141.8,91,194,83,10.8,5,3,"0"
90,0,0,0,37.8,61,155.3,105,175,111,14.2,5,3,"0"
98,0,0,0,72.8,107,186.4,103,175.3,110,10.5,4,3,"0"
90,0,1,39,94.8,89,219.1,91,197.4,65,11.4,4,1,"0"
123,0,1,15,221.8,143,210.6,70,221.8,109,12.4,9,1,"0"
79,0,0,0,268.3,114,185.5,111,264.6,88,6.3,7,1,"1"
99,0,0,0,115.5,75,218.1,111,254.9,98,11.5,7,2,"1"
114,0,0,0,202.1,100,195.7,102,291.8,120,13.3,5,2,"0"
141,0,0,0,215.6,113,200.6,81,153.8,107,12.4,6,1,"1"
132,0,0,8,169.9,107,209.4,121,206.1,79,11.5,2,1,"0"
133,0,0,0,152.8,85,169.4,116,286.3,80,6,4,0,"0"
133,0,0,0,221.1,133,160.2,140,161.8,84,8.4,3,2,"0"
93,0,1,32,218.7,100,115,61,192.7,85,9.4,5,2,"0"
140,0,0,0,120.3,108,240.4,84,216.4,74,7.7,3,2,"1"
144,0,0,0,278.5,95,240.7,90,120,90,11.6,5,1,"1"
24,0,1,8,236.3,105,190.8,114,201.866098254162,105,7.2,2,3,"0"
54,0,0,0,273.8,113,119.6,100,267.6,117,11.7,3,1,"0"
50,0,0,0,131.1,129,160.5,94,206.9,88,5.6,9,2,"1"
92,0,1,23,167.4,83,258.6,129,116.4,100,11.2,3,2,"0"
96,0,0,0,197.7,68,250.5,53,201.866098254162,67,10.5,3,3,"0"
102,0,0,0,174.5,73,213.7,114,164.7,116,10.3,5,2,"0"
99,0,0,0,200,66,107.9,104,233.7,82,11.4,2,3,"0"
36,0,1,25,152.8,110,242.8,67,147.4,74,9.1,2,1,"0"
70,0,0,0,129.9,102,208.7,133,231.4,93,14.3,5,1,"0"
109,1,0,0,268.4,85,150.6,105,297.9,84,10.2141082164329,8,2,"1"
100,0,0,0,188.5,152,250.7,115,179.8,88,15.2,4,2,"0"
80,0,0,0,149.8,123,276.3,75,241.4,75,10.9,7,2,"0"
100,0,0,0,115.9,87,111.3,100,170.2,77,7.1,4,1,"0"
50,0,0,0,179.567454268293,108,200.355623332063,103,196.1,126,11,5,1,"0"
105,0,0,0,101.4,48,159.1,119,259.2,53,12.2,2,1,"0"
113,0,1,23,149,104,235.8,67,201.8,76,9.5,5,2,"0"
111,0,1,36,96.8,123,170.6,105,166,85,13.4,4,2,"0"
161,0,0,0,107.5,121,256.4,103,247.2,131,12.6,3,2,"0"
70,0,0,0,232.8,86,303.4,111,255.6,104,12.9,7,0,"1"
97,0,1,8,121.1,105,260.2,115,222.4,100,8.3,5,3,"0"
130,0,0,0,124.3,70,270.7,99,239.5,83,10.2141082164329,6,0,"0"
92,0,0,0,157.7,101,298.6,100,216.9,99,13.8,3,1,"0"
119,0,0,0,124.3,68,207.1,100,157.4,93,14.8,1,0,"0"
115,0,0,0,286.4,125,205.7,74,191.4,141,6.9,6,1,"1"
127,0,1,25,173,91,245.8,64,300,99,4.8,3,0,"0"
153,0,1,31,218.5,130,134.2,103,118.9,105,9.4,6,0,"0"
79,0,0,0,41.9,124,211,95,237.9,55,11.4,5,1,"0"
35,0,0,0,179.567454268293,87,258.1,78,131.3,123,5.8,2,1,"0"
68,0,0,0,226.7,94,168.4,129,188.7,117,10.2,1,0,"0"
60,0,0,0,179.3,147,208.9,89,248.2,98,13.5,6,1,"1"
71,0,1,23,175.7,82,258.9,136,201.866098254162,100,10.2141082164329,7,1,"0"
124,0,0,0,157.4,107,167.8,112,188.8,102,8.8,3,3,"0"
23,0,0,0,113.1,74,168.8,95,262.9,126,6.9,2,1,"1"
100,0,0,8,214.6,100,246.5,63,218,103,8.8,2,2,"0"
181,1,0,0,161.3,83,124.4,83,201.866098254162,98,14.1,4,0,"1"
63,0,0,0,142.5,92,208.3,102,228.9,120,7.5,2,2,"0"
54,1,0,0,190.5,108,259.7,91,141.5,111,9.7,2,2,"0"
80,1,1,15,159.3,110,170.6,120,141.2,82,10.2141082164329,5,1,"0"
118,1,1,39,153.8,106,123.3,111,117.8,103,9.2,6,1,"0"
42,1,0,0,180.7,127,174.6,94,165.3,114,12,6,2,"0"
134,0,0,0,202.7,55,224.9,90,253.9,108,12.1,7,0,"0"
108,0,1,35,190.8,133,261.3,93,201.866098254162,108,8.9,6,0,"0"
66,0,0,0,205.1,102,232.7,121,259.9,95,9.2,6,2,"0"
127,0,1,28,235.6,124,236.8,100,241.2,127,7.7,2,1,"0"
146,0,0,0,189.3,100,155.9,128,186,83,7.4,3,0,"0"
93,0,1,42,166.9,101,273.2,84,171,106,11.5,1,1,"0"
77,0,0,0,245.2,93,254.1,83,239.4,91,7.5,4,2,"1"
111,0,0,0,192.1,125,221.1,67,127.9,101,12.7,2,2,"1"
115,0,1,14,192.3,86,88.7,90,229.4,120,10.5,3,2,"0"
115,1,0,0,122,110,216.9,100,179.7,124,10.8,2,2,"1"
114,0,0,0,193,101,250,81,133.3,79,9.6,2,2,"0"
106,0,0,0,158.6,112,220,114,252.9,106,9.1,3,0,"0"
59,0,0,0,153.6,92,209.6,88,114.5,89,12.5,10,1,"0"
87,1,1,40,221.6,79,157.1,74,222.4,124,11.5,3,1,"0"
21,0,0,0,197.9,81,168,117,238.6,87,6.6,1,1,"0"
142,0,1,24,239.8,103,285.9,100,256.7,106,9.5,4,0,"0"
149,0,0,0,242.5,83,245.4,97,219.6,80,10,3,3,"1"
100,0,1,39,117.6,82,159.2,60,236.4,113,10.2141082164329,10,2,"0"
88,0,0,0,218.2,76,169.3,93,141.1,99,8,1,1,"0"
85,0,1,29,144.6,97,140,102,201.866098254162,148,10.9,3,1,"0"
51,1,0,0,153.6,108,200.355623332063,100,214.2,91,14.1,4,0,"1"
45,0,1,29,135.8,104,222.5,101,235.6,92,7.9,6,2,"0"
146,0,1,31,202.5,91,241.4,108,169.6,77,7.8,2,1,"0"
63,0,1,34,152.2,119,227.1,91,195.7,103,12.3,5,1,"0"
72,0,0,0,138.9,111,211.6,102,179.5,91,10.8,3,1,"0"
130,0,0,0,127,102,206.9,107,231.7,99,14.5,6,0,"0"
97,0,0,0,168.6,87,259.2,105,279.8,123,7.3,4,1,"0"
54,0,0,0,286.6,73,223.2,108,203.7,107,11.5,5,1,"1"
160,0,1,29,164.6,121,262.8,108,123.8,131,15.2,4,1,"0"
79,0,0,0,144,90,135.8,91,212.4,129,13,4,1,"0"
92,0,1,8,141.6,95,207.9,130,203.6,95,10.2,4,0,"0"
59,0,0,0,266,65,247.3,123,143.1,94,12,4,1,"0"
132,0,0,0,163.2,80,167.6,90,87.5,90,6.2,10,1,"0"
93,0,0,0,176.1,103,210.6,130,201.866098254162,96,8.5,6,2,"0"
147,0,1,36,254.2,78,228.1,105,98,125,13.8,7,2,"0"
101,0,0,0,174.9,105,262,75,210,93,8.5,5,1,"0"
125,1,0,0,187.3,118,160.7,111,263.8,112,9.6,2,0,"0"
63,0,0,0,211.8,84,230.9,137,217.1,99,10.7,9,3,"0"
107,0,0,0,241.9,102,126.9,117,185.6,92,11.7,6,0,"0"
117,0,0,0,161.6,104,196.3,119,294.8,111,13.8,2,1,"0"
124,0,0,0,194,103,241,116,227.5,100,10.2141082164329,5,1,"1"
115,0,0,0,109.7,148,223.8,87,240.3,100,15.4,8,3,"0"
156,1,0,0,277,119,238.3,106,94.4,96,8.3,3,1,"0"
89,0,0,0,192.1,83,163.6,100,169.7,100,6.1,3,0,"0"
72,0,0,0,198.4,147,216.9,121,112.8,125,13.1,4,0,"0"
53,0,0,0,129.6,98,216.4,125,141.1,116,10.2141082164329,5,2,"0"
116,0,0,0,167.8,119,142,123,190.7,128,7.3,4,2,"0"
78,0,0,0,139.2,140,191.4,113,286.5,100,11.8,3,3,"0"
56,0,0,0,121.6,84,165.3,115,243.9,95,8.9,2,2,"0"
123,0,1,39,270.4,138,245.1,110,201.866098254162,113,15.4,7,1,"0"
116,0,1,23,253,78,138.9,100,277.8,104,11.8,3,2,"0"
102,0,0,0,200.6,106,152.5,127,201.866098254162,128,7.7,2,3,"0"
95,0,0,0,167.6,96,176,89,250.9,113,9.2,6,2,"0"
102,0,0,0,156.5,67,204.3,103,141.9,72,9.9,2,2,"0"
89,0,1,25,215.1,140,197.4,100,162.1,117,10.6,10,1,"0"
50,0,0,0,287.1,82,167.1,118,201.866098254162,89,10.5,6,1,"0"
93,0,1,42,152.3,90,267.5,102,266.9,130,11.3,5,2,"0"
100,0,0,0,195.4,99,212.1,101,138.4,134,15.1,4,1,"0"
70,0,0,0,208.7,97,275.5,83,182.5,122,8,3,2,"0"
138,0,1,29,190.1,87,223.2,123,256.2,130,14.2,6,0,"0"
112,0,1,17,183.2,95,252.8,125,156.7,95,9.7,3,0,"0"
117,1,0,0,54.2,100,303.2,84,171.8,84,8.6,2,1,"1"
1,0,1,26,208,115,185,113,177.7,144,8.1,9,1,"0"
100,0,0,0,230.3,110,77.9,87,247.1,105,13.2,4,1,"0"
52,0,1,21,195.7,119,106.2,95,157.4,94,10.2141082164329,3,2,"0"
