"","Account.length","International.plan","Voice.mail.plan","Number.vmail.messages","Total.day.minutes","Total.day.calls","Total.day.charge","Total.eve.minutes","Total.eve.calls","Total.eve.charge","Total.night.minutes","Total.night.calls","Total.night.charge","Total.intl.minutes","Total.intl.calls","Total.intl.charge","Customer.service.calls","Churn"
"2017",115,0,0,0,178.7,114,30.38,271,100.174979887369,23.04,245.9,94,11.07,16.4,5,4.43,2,"0"
"2018",168,0,0,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,"0"
"2019",70,0,0,0,164.9,105,25.01,200,100.174979887369,17,234.9,65,10.57,12.5,9,3.38,3,"0"
"2020",138,0,0,0,230.1,107,39.12,212,120,18.02,174.9,119,7.87,13.2,4,3.56,1,"0"
"2021",43,0,0,0,135.8,125,23.09,163.2,88,13.87,229.8,106,9.03963888888889,12.6,3,3.4,0,"0"
"2022",117,0,1,20,277.5,98,34.97,136.1,107,11.57,159.4,147,11.75,8.7,3,2.35,2,"0"
"2023",108,0,0,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,"0"
"2024",118,0,0,0,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10,1,2.7,2,"0"
"2025",100.896779200621,0,1,42,137.3,95,23.34,184.2,94,15.66,231.4,70,10.41,10.2,3,2.75,0,"0"
"2026",86,0,0,0,70.7,125,12.02,211,113,17.0312157809984,174.6,107,7.86,10.2141082164329,0,2.77319131832797,2,"0"
"2027",44,0,0,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,4.480805777271,2.89,0,"0"
"2028",111,0,0,0,179.567454268293,116,34.88,213.9,84,17.0312157809984,184.9,88,8.32,12,2,3.24,1.56590370955012,"0"
"2029",127,0,1,19,129.7,115,22.05,160.8,101,13.67,265,63,11.93,12.2,3,3.29,2,"0"
"2030",151,1,0,0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,"0"
"2031",137,0,0,0,215.9,88,36.7,145.4,118,12.36,186.9,129,8.41,12.1,4,3.27,1,"0"
"2032",106,0,0,0,119.2,142,20.26,200.355623332063,100.174979887369,19.41,197.9,61,8.91,8.4,9,2.27,2,"0"
"2033",88,0,0,0,144.3,100.082348455966,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,"0"
"2034",106,0,0,0,235.2,120,39.98,200.355623332063,87,18.36,236.3,91,10.63,11.8,4,3.19,1,"0"
"2035",57,1,0,0,221.2,65,19.55,122.3,96,19,201.866098254162,75,11.03,6.4,1,1.73,0,"1"
"2036",184,0,0,0,151.7,93,25.79,178.5,77,15.17,229.1,98,10.31,13.1,8,3.54,2,"0"
"2037",109,0,0,0,153.1,102,26.03,234.1,77,19.9,201.866098254162,100.152015355086,14.81,9.9,9,2.67,3,"0"
"2038",127,0,0,0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2,"0"
"2039",174,0,0,0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,4.19,2,"0"
"2040",92,0,0,0,184.7,60,31.4,262,100.174979887369,22.27,239.5,120,10.78,12.3,6,3.32,2,"0"
"2041",81,0,0,0,115.3,99,19.6,224.7,117,19.1,152.5,89,6.86,10.2141082164329,2,2.77319131832797,1,"0"
"2042",119,0,0,27,294.2,100,50.01,232.5,53,19.76,195,64,8.78,10.2141082164329,1,2.43,0,"1"
"2043",122,0,0,0,215.6,86,36.65,167.8,59,14.26,207,67,9.32,6.4,8,1.73,3,"0"
"2044",34,0,0,0,128.8,90,21.9,178.9,100.174979887369,17.74,202.1,103,9.09,14,7,3.78,1,"0"
"2045",90,0,1,24,71.2,82,12.1,181.6,100.174979887369,15.44,186.9,111,8.41,12.9,1,3.48,1,"0"
"2046",73,0,0,0,94.9,121,16.13,253.2,100.174979887369,21.52,175.1,86,7.88,14.2,2,3.83,2,"0"
"2047",19,0,0,0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1,"1"
"2048",120,0,1,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1,"0"
"2049",160,0,0,0,97.5,113,16.58,268.1,69,22.79,255.3,62,9.03963888888889,13.2,4,3.56,3,"0"
"2050",141,0,0,0,146.5,121,24.91,169.9,96,14.44,238.8,112,10.75,8.2,5,2.21,0,"1"
"2051",72,0,0,0,139.9,117,23.78,223.6,96,19.01,240.8,93,9.03963888888889,12.7,4,2.77319131832797,2,"0"
"2052",117,0,1,21,153.2,105,26.04,263.3,110,22.38,201.866098254162,85,6.08,10.2141082164329,7,3.21,1,"0"
"2053",79,1,0,29,103.5,134,17.6,319.3,111,27.14,239.9,74,10.8,8.4,4,2.27,2,"0"
"2054",87,0,0,0,185.8,119,31.59,192.3,83,17.0312157809984,200,96,9,6.6,4,1.78,1.56590370955012,"0"
"2055",102,0,0,0,179.567454268293,100,22.02,95.6,118,17.0312157809984,145.5,93,6.55,10.9,3,2.94,1,"0"
"2056",49,0,0,0,236.6,91,40.22,220.9,146,18.78,146.8,114,6.61,8.9,2,2.4,1,"0"
"2057",67,0,0,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10,2,2.7,1.56590370955012,"0"
"2058",107,0,0,0,167.3,100,28.44,163.9,79,13.93,321.3,100,9.03963888888889,6.7,5,1.81,2,"0"
"2059",118,0,0,0,113,80,19.21,150.1,81,12.76,204.3,115,9.19,10.8,4,2.92,2,"0"
"2060",120,0,0,0,185.7,133,31.57,235.1,149,19.98,256.4,78,11.54,10.2141082164329,6,4.56,0,"0"
"2061",94,0,0,0,136.2,114,23.15,165.1,118,14.03,137.9,71,6.21,9.6,5,2.59,0,"0"
"2062",115,0,1,29,222.6,81,37.84,190.3,109,16.18,201.2,87,9.05,11.5,2,3.11,1,"0"
"2063",61,0,0,0,197.3,67,33.54,264.5,86,22.48,210.5,116,9.47,9,6,2.43,1,"0"
"2064",110,0,0,0,208,69,35.36,95.1,94,8.08,178.5,129,8.03,8,4.480805777271,2.16,1.56590370955012,"0"
"2065",104,0,0,0,118.5,92,20.15,200.355623332063,109,15.11,255.7,98,11.51,12.1,4,3.27,1,"0"
"2066",16,0,0,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,"0"
"2067",147,0,0,0,168.6,92,28.66,187.7,107,15.95,201.866098254162,95,9.74,14.4,8,2.77319131832797,2,"0"
"2068",102,1,0,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12,8,3.24,3,"0"
"2069",64,0,1,8.07234042553191,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,"0"
"2070",103,0,0,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,"0"
"2071",152,0,0,0,317.8,60,54.03,152.9,100,13,123.4,100.152015355086,5.55,10.4,7,2.81,1,"1"
"2072",22,0,0,38,312,112,53.04,180,109,15.3,168.6,94,7.59,12.8,4,3.46,1,"1"
"2073",97,0,0,0,146,121,24.82,203,141,17.26,151.8,120,6.83,10.2141082164329,2,3.59,1,"0"
"2074",131,0,0,0,131.6,95,22.37,179.3,109,15.24,251.2,129,9.03963888888889,15.5,3,4.19,1,"1"
"2075",57,0,1,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,4.480805777271,3,2,"0"
"2076",157,0,0,0,185.1,92,31.47,213,85,18.11,196.1,85,8.82,8.5,5,2.3,1.56590370955012,"0"
"2077",194,0,0,0,193.3,106,32.86,169,105,17.0312157809984,225.2,122,9.03963888888889,11.8,4,3.19,0,"0"
"2078",66,0,0,8.07234042553191,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,"0"
"2079",123,0,0,0,123.2,104,20.94,190,117,16.15,170.3,95,7.66,12.9,5,3.48,1.56590370955012,"1"
"2080",116,0,0,0,205,90,34.85,200.355623332063,114,11.98,272.6,96,12.27,7.5,4,2.03,2,"1"
"2081",92,0,0,0,128.7,78,21.88,240.8,100.174979887369,20.47,179.5,121,10.7,12.8,6,3.46,1,"0"
"2082",64,0,0,0,216.9,78,36.87,211,133,26.24,201.866098254162,116,8.09,11.4,5,3.08,3,"0"
"2083",96,0,0,0,150,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,"0"
"2084",105,0,0,0,131.5,115,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4,3,"0"
"2085",53,0,1,37,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12,9,3.24,2,"0"
"2086",129,0,1,30,177.3,95,30.14,211.8,102,18,240.2,108,10.81,9.3,7,2.77319131832797,3,"0"
"2087",93,0,0,0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,"0"
"2088",115,1,0,0,179.567454268293,81,30.5681755725191,203.4,100.174979887369,17.29,217.5,107,9.79,11.8,8,3.19,1,"1"
"2089",25,0,0,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.77319131832797,1,"1"
"2090",73,0,0,0,122,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,"0"
"2091",97,0,0,0,225.1,90,38.27,279.5,100.174979887369,17.0312157809984,233.8,103,10.52,8.8,4,2.38,0,"1"
"2092",148,0,0,0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1.56590370955012,"0"
"2093",85,0,1,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,10.2141082164329,5,3.11,1,"0"
"2094",86,1,0,0,162.4,131,27.61,167,102,14.2,128.9,118,5.8,11.4,7,3.08,2,"1"
"2095",78,0,1,13,281.2,93,47.8,178.2,101,17.0312157809984,244.2,129,10.99,6.4,5,1.73,2,"0"
"2096",106,0,0,8.07234042553191,208.3,89,35.41,169.4,67,14.4,102,90,4.59,15.9,4,4.29,3,"0"
"2097",145,0,0,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,"1"
"2098",91,0,0,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,"0"
"2099",116,0,1,24,232.9,90,39.59,152.1,94,12.93,201.866098254162,82,9.03963888888889,10.7,6,2.89,1,"0"
"2100",69,0,1,37,155,98,26.35,142.4,105,12.1,143.7,117,9.03963888888889,5.9,4,1.59,1,"0"
"2101",135,0,0,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,"0"
"2102",73,0,0,0,234.7,102,39.9,195.7,110,17.0312157809984,201.866098254162,71,11.4,8.4,8,2.77319131832797,2,"0"
"2103",48,0,0,0,240,88,40.8,141,117,11.99,128.9,137,5.8,7.1,9,1.92,1,"0"
"2104",125,1,0,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,"0"
"2105",100,0,0,0,166,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,"0"
"2106",64,0,0,0,174.5,98,29.67,180.2,103,15.32,179,89,8.06,10.7,2,2.89,2,"0"
"2107",116,1,1,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,"0"
"2108",147,1,1,35,157.5,109,26.78,189.6,67,16.12,227,76,10.22,11.1,2,3,1.56590370955012,"1"
"2109",84,0,1,35,207.5,138,35.28,201,116,17.09,164.5,107,7.4,10.2141082164329,4.480805777271,2.03,1.56590370955012,"0"
"2110",86,0,1,16,144.8,105,34.48,206.2,111,17.53,255.4,117,11.49,11.6,4,3.13,1.56590370955012,"0"
"2111",134,0,0,0,258.8,85,44,189.3,114,11.01,193.6,106,8.71,10.9,7,2.94,2,"0"
"2112",105,0,0,0,226.9,106,38.57,182.2,109,15.49,203.9,107,9.03963888888889,11.6,2,3.13,0,"1"
"2113",88,0,0,0,152.9,119,25.99,171.2,107,14.55,257,106,11.57,12,5,3.24,1.56590370955012,"0"
"2114",83,0,0,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,10.2141082164329,1,3.38,1,"0"
"2115",141,0,1,32,129.9,92,54.81,283.2,107,24.07,209.5,100.152015355086,9.43,6.7,3,1.81,1,"1"
"2116",148,0,0,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2,"0"
"2117",163,0,1,22,215.1,91,36.57,138.9,110,11.81,146.2,109,6.58,12.4,2,3.35,2,"0"
"2118",89,0,1,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,10.2141082164329,3,3.19,1,"0"
"2119",63,0,0,0,180.5,84,30.69,230,98,19.55,232.5,73,10.46,10.6,3,2.86,0,"0"
"2120",102,0,0,0,62.3,106,20.93,182,102,15.47,244.6,113,11.01,12.6,7,3.4,2,"0"
"2121",104,0,0,0,200.2,92,34.03,118.7,87,10.09,144.4,65,10.65,6,6,1.62,2,"0"
"2122",63,0,1,0,184.2,111,31.31,280.3,89,26.57,264,100.152015355086,11.88,12.2,4,3.29,1,"0"
"2123",105,0,1,24,274.7,125,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,"0"
"2124",68,1,1,39,142,140,24.14,241.6,89,20.54,302,72,13.59,10.2141082164329,5,3.05,0,"0"
"2125",63,1,1,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10,4,2.7,1,"0"
"2126",91,1,0,0,246.4,110,41.89,182,100.174979887369,15.47,157.6,106,7.09,12.1,2,3.27,2,"1"
"2127",101,0,0,0,179.567454268293,114,39.56,186.4,123,19.52,153.3,122,9.03963888888889,11.5,6,3.11,1.56590370955012,"0"
"2128",116,0,0,0,288,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,"1"
"2129",131,0,1,23,170.8,145,28.49,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,"0"
"2130",84,0,0,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,"0"
"2131",104,0,0,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,"0"
"2132",108,0,0,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,"0"
"2133",111,0,0,32,208.7,117,30.91,158.1,100.174979887369,13.44,266.2,123,11.98,9.7,9,2.62,0,"0"
"2134",155,0,1,30,61.6,103,10.47,255.1,110,21.68,225.9,100.152015355086,10.17,10.7,5,3.35,1,"0"
"2135",66,0,0,0,207.7,105,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,"0"
"2136",64,0,0,0,219.2,73,37.26,167,65,14.2,161.4,119,7.26,10,5,2.7,1,"0"
"2137",69,0,0,0,227,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,"0"
"2138",101,0,0,0,257.3,84,43.74,184.8,115,16.41,108.9,109,4.9,13.5,7,3.65,0,"0"
"2139",15,0,0,0,121.1,130,20.59,200.355623332063,86,18.36,235.1,100.152015355086,10.58,16.1,5,4.35,2,"0"
"2140",88,0,0,0,301.5,136,51.26,257.7,72,21.9,190.4,118,5.98,13.4,2,3.62,1.56590370955012,"1"
"2141",197,0,0,0,233.9,96,39.76,218.9,111,17.0312157809984,201.866098254162,109,8.23,9.5,4.480805777271,2.57,0,"0"
"2142",50,1,0,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,"1"
"2143",172,0,0,0,169.8,104,28.87,183.1,94,15.56,201.866098254162,72,9.03963888888889,12.7,7,3.43,2,"0"
"2144",188,1,1,26,198.8,115,33.8,166.6,67,14.16,198.5,118,9.03963888888889,14.4,5,3.89,1,"1"
"2145",85,1,0,0,116.2,86,19.75,229.7,100.174979887369,19.52,204.2,109,9.19,10.1,3,2.73,1.56590370955012,"0"
"2146",103,1,0,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,"1"
"2147",136,0,1,27,187.7,84,30.5681755725191,221,147,18.79,145.7,110,6.56,10,4,2.7,3,"0"
"2148",155,0,1,21,195.9,91,33.3,213.9,84,18.18,235.4,111,3.97,8.6,4,2.32,0,"0"
"2149",100.896779200621,0,0,0,129.4,97,22,185.4,101,15.76,204.7,106,9.21,10.2141082164329,2,2.77319131832797,2,"0"
"2150",116,0,1,12,221,108,37.57,220,118,12.84,179,80,8.06,9,6,2.77319131832797,2,"0"
"2151",100.896779200621,0,0,0,140.5,92,23.89,186.8,96,15.88,227,86,10.22,9.5,4.480805777271,2.57,2,"0"
"2152",65,1,0,8.07234042553191,277.9,123,47.24,155.8,112,13.24,256.9,71,9.03963888888889,9.2,10,2.48,0,"1"
"2153",180,0,0,0,104.6,105,38.23,250,101,21.25,216.1,73,9.72,6.7,5,1.81,3,"1"
"2154",67,0,0,0,109.1,95,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,"0"
"2155",100.896779200621,0,0,0,207.8,109,35.33,215.5,112,10.5,291.6,115,13.12,5.7,9,2.77319131832797,0,"0"
"2156",44,0,0,0,308.6,139,52.46,150.8,99,12.82,198.7,66,8.94,7.3,3,1.97,1.56590370955012,"1"
"2157",25,0,0,0,242.6,69,30.5681755725191,209,117,17.77,219.7,82,9.89,14.4,6,3.89,2,"0"
"2158",145,0,0,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,10.2141082164329,3,2.77319131832797,1,"0"
"2159",122,0,1,28,166,77,28.22,233.9,88,9.95,170.1,84,7.65,7.7,3,2.08,2,"0"
"2160",121,0,0,0,153.7,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,"1"
"2161",55,1,0,0,168.2,77,18.04,123.5,100,17.0312157809984,96.4,92,4.34,12.9,3,3.48,0,"0"
"2162",100.896779200621,0,0,0,221.8,84,37.71,166,125,14.11,210.2,72,9.46,13.2,4,3.56,1,"0"
"2163",12,0,0,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,10.2141082164329,7,2.65,2,"0"
"2164",64,0,0,0,213.5,93,36.3,166.6,114,14.16,122,78,5.49,14.1,3,3.81,3,"0"
"2165",100.896779200621,0,1,8.07234042553191,152,95,25.84,274.9,73,23.37,162.4,121,7.31,10,1,2.7,2,"0"
"2166",125,1,1,29,260.8,100.082348455966,44.34,163.7,112,13.91,271.7,117,12.23,10.2141082164329,6,2.77319131832797,1,"1"
"2167",160,0,0,0,166.4,117,28.29,317,129,26.95,160.4,121,7.22,10,2,2.7,1,"0"
"2168",79,0,0,0,177.9,83,30.24,167.3,90,14.22,223.7,145,10.07,15.2,8,4.1,0,"0"
"2169",36,0,0,0,235.1,97,39.97,196.8,100.174979887369,16.73,259.7,110,11.69,7,7,1.89,3,"0"
"2170",138,1,0,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,"0"
"2171",72,0,0,0,179.9,113,30.58,149.8,100.174979887369,12.73,168.2,79,7.21,9.8,7,2.65,2,"0"
"2172",74,0,0,0,314.1,86,53.4,222.4,116,18.9,201.866098254162,121,11.66,12.3,5,3.32,1,"1"
"2173",134,0,1,41,162,82,27.54,324.7,87,27.6,160.1,112,7.2,11.9,5,3.21,0,"0"
"2174",145,0,0,0,175.8,89,29.89,202.8,119,23.32,226.6,69,10.2,10.2141082164329,4,3.35,1,"0"
"2175",136,0,0,0,109.4,91,18.6,207.5,111,17.2,135,107,6.08,11.6,5,3.13,0,"0"
"2176",66,1,0,0,208.7,84,35.48,173.3,88,14.73,264.7,107,9.14,10.2141082164329,3,2.24,3,"0"
"2177",152,0,1,20,214.6,115,36.48,200.355623332063,82,8.21,201.866098254162,145,7.68,7.9,5,2.13,1,"0"
"2178",162,0,0,0,49.2,121,8.36,179.3,136,12.23,201.866098254162,97,9.14,12.1,4.480805777271,3.27,1,"0"
"2179",72,0,0,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,"0"
"2180",101,0,0,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,1.56590370955012,"0"
"2181",125,0,0,0,206,128,35.02,198.1,71,16.84,135.9,116,9.03963888888889,10.2141082164329,3,3.56,1.56590370955012,"0"
"2182",46,0,0,0,40.4,105,6.87,172.4,83,17.0312157809984,145.1,89,6.53,9,2,2.43,1.56590370955012,"0"
"2183",132,0,0,0,291.2,104,49.5,234.2,132,19.91,191.7,87,9.03963888888889,8.9,3,2.4,1,"1"
"2184",89,0,1,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7,11.7,3,3.16,0,"0"
"2185",63,0,0,0,261.8,69,44.51,245,135,20.83,202.1,80,9.09,14.7,4,3.97,0,"1"
"2186",124,0,0,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10,3,2.7,1,"0"
"2187",141,0,0,0,133.3,101,30.5681755725191,255.5,127,17.0312157809984,215.5,68,10.29,11.6,2,3.13,1.56590370955012,"0"
"2188",97,0,1,28,82.6,57,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,"0"
"2189",137,0,1,8.07234042553191,186.5,94,31.71,178,106,17.0312157809984,215.6,100,9.14,12.1,4,3.27,2,"0"
"2190",142,0,1,38,163.3,104,27.76,136,114,11.56,201.866098254162,127,11.21,4.3,6,1.16,0,"0"
"2191",119,0,1,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10,6,2.7,1,"0"
"2192",158,0,0,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,"0"
"2193",50,0,0,0,295.3,127,50.2,127.4,100,10.83,166.8,133,7.51,9.6,6,2.59,1,"0"
"2194",98,0,0,0,196.7,119,23.14,264.5,90,13.29,158.8,83,7.15,10.1,5,2.77319131832797,2,"0"
"2195",101,0,1,24,114.1,95,19.4,161.5,86,17.0312157809984,176.3,90,7.93,13,9,3.51,2,"0"
"2196",100.896779200621,0,0,0,169.3,111,28.78,120.4,69,11.86,197,87,9.03963888888889,12,3,3.24,0,"0"
"2197",117,0,0,0,214.4,94,36.45,138,149,11.73,148.7,102,6.69,9.9,1,2.67,2,"0"
"2198",92,1,0,0,255.8,125,43.49,142.7,100.174979887369,12.13,181.2,101,8.15,11.7,3,3.16,0,"0"
"2199",86,0,0,0,148.2,71,25.19,285.1,91,24.23,166.4,100.152015355086,7.49,6.2,3,1.67,2,"0"
"2200",122,0,0,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.03963888888889,8.7,4,2.35,2,"0"
"2201",156,0,1,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4,1,"0"
"2202",127,0,0,0,245.2,91,41.68,217.2,100,18.46,243.1,128,9.03963888888889,13.9,6,3.75,0,"1"
"2203",130,1,0,0,216.2,106,36.75,200.355623332063,70,17.0312157809984,126.7,123,5.7,10.2141082164329,2,4.56,1.56590370955012,"0"
"2204",158,0,0,0,172.4,114,29.31,200.355623332063,69,17.0312157809984,235.3,104,10.59,10.2141082164329,0,2.77319131832797,2,"0"
"2205",145,1,1,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3,1,"0"
"2206",90,1,1,26,169,104,28.73,188.8,100.174979887369,16.05,213.3,76,9.6,13.3,3,3.59,0,"1"
"2207",127,0,1,27,179.567454268293,113,30.5681755725191,254,102,21.59,242.7,100.152015355086,10.92,9.2,5,2.48,3,"0"
"2208",109,0,0,0,184.1,143,31.3,211.7,105,17.99,243,116,10.93,9.9,2,2.67,1,"0"
"2209",88,0,0,0,181.9,90,30.92,151.5,87,12.88,143,100,6.44,7.5,3,2.03,1,"0"
"2210",101,0,1,9,160.1,116,27.22,210,121,17.85,139.1,65,6.26,10.8,9,2.92,0,"0"
"2211",21,0,0,0,223.2,142,37.94,216.5,114,11.59,214.7,111,9.66,12.4,2,3.35,1,"0"
"2212",145,0,1,31,216,94,36.72,225.1,123,19.13,234.7,109,9.03963888888889,10.7,1,2.89,2,"0"
"2213",33,0,0,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,"0"
"2214",61,0,1,40,105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,"1"
"2215",107,0,0,0,204.5,100.082348455966,34.77,162.4,110,9.36,155,100.152015355086,6.98,13.4,4.480805777271,3.62,3,"0"
"2216",147,0,0,0,274,92,46.58,231.8,82,19.7,201.866098254162,83,12.76,6.2,1,1.67,0,"1"
"2217",95,0,0,0,229.9,116,39.08,202.4,110,17.2,171.4,113,9.03963888888889,14.2,6,3.83,1,"0"
"2218",128,0,0,0,179.4,94,30.5,270.4,92,22.98,191,88,8.59,7.9,4,2.13,0,"0"
"2219",134,0,0,0,179.567454268293,100.082348455966,30.5681755725191,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,"0"
"2220",96,0,1,23,183.1,88,31.13,147.4,89,12.53,201.866098254162,108,9.03963888888889,11.3,7,3.05,1,"0"
"2221",107,0,0,8.07234042553191,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,"0"
"2222",123,0,0,0,140,106,23.8,153.7,101,13.06,201.866098254162,87,9.03963888888889,12.5,1,3.38,2,"0"
"2223",35,0,0,32,179.2,59,30.46,283.3,101,24.08,201.866098254162,83,12.84,5.8,7,1.57,2,"0"
"2224",137,1,0,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,"0"
"2225",88,0,0,0,181.5,116,41.17,187,119,15.9,220.3,96,9.91,10.5,7,2.84,1,"0"
"2226",116,0,1,19,155.7,104,26.47,185.4,118,17.0312157809984,192.7,116,8.67,8.2,2,2.21,3,"0"
"2227",123,0,1,23,245,88,41.65,265,105,22.53,239.7,108,10.79,14.9,3,4.02,2,"0"
"2228",146,1,0,0,111.1,126,18.89,313.4,95,17.0312157809984,215.7,82,9.71,10.5,6,2.84,1,"0"
"2229",106,0,1,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,"0"
"2230",121,0,1,8.07234042553191,116,85,19.72,150.1,120,12.76,246.8,98,11.11,12,2,3.24,1,"0"
"2231",137,0,0,0,155.5,81,26.44,133.1,94,17.0312157809984,253.1,77,11.39,9.1,2,2.46,1,"0"
"2232",67,0,1,31,175.2,68,29.78,199.2,73,16.93,201.866098254162,99,9.89,13.2,6,3.56,1,"0"
"2233",161,0,0,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,1.56590370955012,"1"
"2234",62,1,1,32,218.4,93,37.13,236.7,132,20.12,192.2,99,8.65,10.2141082164329,3,3.56,0,"1"
"2235",120,0,1,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9,4.480805777271,2.77319131832797,1,"0"
"2236",130,0,1,30,185,117,31.45,249.5,141,21.21,157.8,103,9.03963888888889,10.2141082164329,7,2,0,"0"
"2237",20,0,0,0,186.8,89,31.76,253.4,100.174979887369,21.54,273.1,105,9.03963888888889,12.3,4.480805777271,3.32,2,"0"
"2238",112,0,0,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,1.56590370955012,"0"
"2239",77,0,0,0,185.9,95,31.6,212,98,18.02,282.3,81,12.7,11.3,4,3.05,3,"0"
"2240",109,0,0,28,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9,3,2.43,2,"0"
"2241",108,0,0,0,201.1,101,34.19,170.7,86,14.51,201.866098254162,113,10.68,11.6,3,3.13,3,"0"
"2242",79,0,1,0,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,10.2141082164329,2,2.46,1,"0"
"2243",38,0,0,0,175.7,109,29.87,211.8,97,18,137.9,109,6.21,9.2,3,2.48,1.56590370955012,"1"
